FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
12 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de junio de 2025,,AGENCIA X,Pago a Adveronix LLC,Servicios Profesionales,Adveronix,,,,,,-$ 59.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de junio de 2025,,GERSSON L8,Pago de VPS para proyecto,Servicios de Hosting,VPS N8N,,,,,,-$ 17.3,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
16 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.2,,,,
17 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 18.4,,,,
17 de junio de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 49,997.0 "," $ 49,997.0 ",,,,
18 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
18 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
18 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de junio de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 11,584.9 "," $ 11,584.9 ",,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Pago de dominio academysantiagomendez.com,Servicios de Hosting,Namecheap,,,,,,-$ 60.0,,,,
21 de junio de 2025,,SANTIAGO MENDEZ,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 9.6,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de junio de 2025,,INFOPRODUCTOS X,Card charge (FACEBK *PYDU8R8W22),GASTOS PUBLICITARIOS,GASTOS PUBLICITARIOS,,,,,,-$ 60.0,,,,
23 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de junio de 2025,SALIDA,GERSSON L7,Carga de tarjeta de StreamYard,Suscripciones,StreamYard,,,,,,-$ 45.0,,,,
24 de junio de 2025,,AGENCIA X,Carga de tarjeta de suscripción ChatGPT,Suscripciones,ChatGPT,,,,,,-$ 20.0,,,,
25 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
25 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de junio de 2025,,AGENCIA X,Pago por verificación de app hotapi,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 55.8,,,,
26 de junio de 2025,,AGENCIA X,Carga de tarjeta de GreatPages,Suscripciones,GreatPages,,,,,,-$ 50.8,,,,
26 de junio de 2025,,AGENCIA X,Carga de tarjeta de Cursor,Suscripciones,Cursor,,,,,,-$ 20.0,,,,
27 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
28 de junio de 2025,SALIDA,GERSSON L7,Pago de VPS para bots y API,Servicios de Hosting,VPS,,,,,,-$ 20.5,,,,
29 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de junio de 2025,INGRESO CONTABLE,FONDO LIBRE,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads," $ 4,659.0 ",,,,,,,,,
30 de junio de 2025,SALIDA CONTABLE,ADRIANA,Utilidad a junio 30,Distribución de Utilidades,Corte general,"-$ 4,659.0 ",,,,,,,,,
30 de junio de 2025,,ADRIANA,Utilidad a junio 30,Distribución de Utilidades,Corte general,," $ 2,083.0 ",,,,,,,,
30 de junio de 2025,,INFOPRODUCTOS X,Ventas de junio,Ingresos por Proyecto,Hotmart,,,,,,-$ 60.0,,,,
30 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de junio de 2025,,INFOPRODUCTOS X,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de junio de 2025,,GERSSON L8,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 7.9,,,,
30 de junio de 2025,,GERSSON L7,Carga de tarjeta de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,," $ 17,739.0 ",,,,,
30 de junio de 2025,INGRESO,GERSSON L7,Ventas de junio,Ingresos por Proyecto,Hotmart,," $ 7,184.0 ",,,,,,,,
30 de junio de 2025,,INFOPRODUCTOS X,Ventas L7,Ingresos por Proyecto,Hotmart,,,,," $ 8,351.0 ",,,,,
1 de julio de 2025,SALIDA CONTABLE,FONDO LIBRE,Ventas de junio,Ingresos por Proyecto,Hotmart,"-$ 2,872.0 ",,,,,,,,,
1 de julio de 2025,,INFOPRODUCTOS X,Nómina de julio,Nómina,Sueldos,,,,,,-$ 60.0,,,,
1 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de julio de 2025,SALIDA,GERSSON L7,Carga de tarjeta DEVZAPP LTDA,Software,Devzapp,,,,,,-$ 27.9,,,,
1 de julio de 2025,INGRESO CONTABLE,AGENCIA X,Traslado desde fondo libre,Transferencias Internas,Traslado entre cuentas," $ 2,872.0 ",,,,,,,,,
1 de julio de 2025,SALIDA,AGENCIA X,Nómina de julio,Nómina,Nómina,,,,,,"-$ 2,872.0 ",,,,
2 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de julio de 2025,INGRESO,GERSSON L7,Pago de Gersson Lopez,Ingresos por Proyecto,Ingresos por Proyecto,,,,,," $ 8,907.0 ",,,,
3 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de julio de 2025,SALIDA,GERSSON L7,Pago a Bancolombia,Pagos a Terceros,Pago a Bancolombia,,,,,,"-$ 7,415.7 ",,,,
3 de julio de 2025,,AGENCIA X,Pago a Bancolombia,Gastos de la Agencia,Gastos de la Agencia,,,,,,"-$ 1,259.8 ",,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,AGENCIA X,Carga de tarjeta MEETING MANAGER,Suscripciones,Meeting Manager,,,,,,-$ 180.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
5 de julio de 2025,,AGENCIA X,Carga de tarjeta CLAUDE.AI SUBSCRIPTION,Suscripciones,Claude,,,,,,-$ 20.0,,,,
5 de julio de 2025,,AGENCIA X,VPS plataforma cuentas,Servicios de Hosting,VPS,,,,,,-$ 13.0,,,,
5 de julio de 2025,,AGENCIA X,Carga de tarjeta CURSOR USAGE JUN,Suscripciones,Cursor,,,,,,-$ 3.3,,,,
6 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de julio de 2025,,AGENCIA X,Hosting web agencia,Servicios de Hosting,Hostinger,,,,,,-$ 14.3,,,,
7 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
7 de julio de 2025,,GERSSON L8,Carga de tarjeta FLODESK.COM,Suscripciones,Flodesk,,,,,,-$ 38.0,,,,
8 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de julio de 2025,,HOTMART,Pago de Hotmart,Retiros,Hotmart,,,,,"-$ 9,594.1 "," $ 9,594.1 ",,,,
8 de julio de 2025,,AGENCIA X,VPS N8N agencia,Servicios de Hosting,VPS N8N,,,,,,-$ 15.1,,,,
9 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
9 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
9 de julio de 2025,,GERSSON L8,VPS hosting gersson,Servicios de Hosting,VPS,,,,,,-$ 62.0,,,,
10 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
10 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
11 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
13 de julio de 2025,,INFOPRODUCTOS X,VPS N8N gersson,Servicios de Hosting,VPS N8N,,,,,,-$ 60.0,,,,
13 de julio de 2025,,GERSSON L8,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 18.0,,,,
14 de julio de 2025,,INFOPRODUCTOS X,Carga de tarjeta FACEBK,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
14 de julio de 2025,,INFOPRODUCTOS X,Utilidades a 15 de julio,Distribución de Utilidades,Corte general,,,,,,-$ 60.0,,,,
15 de julio de 2025,INGRESO CONTABLE,FONDO LIBRE,UTILIDADES A 15 DE JULIO,CORTE UTILIDADES,CORTE UTILIDADES," $ 2,596.0 ",,,,,,,,,
15 de julio de 2025,INGRESO CONTABLE,FONDO LIBRE,Corte de utilidades para el fondo libre.,Distribución de Utilidades,Corte general," $ 50,830.0 ",,,,,,,,,
15 de julio de 2025,INGRESO CONTABLE,FONDO LIBRE,Utilidades a repartir para el fondo libre.,Distribución de Utilidades,Corte general," $ 2,245.0 ",,,,,,,,,
15 de julio de 2025,SALIDA CONTABLE,GERSSON VENTA DIRECTA,Utilidades a repartir para el fondo libre.,Distribución de Utilidades,Corte general,"-$ 2,245.0 ",,,,,,,,,
15 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de julio de 2025,,AGENCIA X,Consumo de Cursor en Julio.,Suscripciones,Cursor,,,,,,-$ 20.1,,,,
15 de julio de 2025,,GERSSON L7,Ventas de productos en Hotmart.,Ingresos por Proyecto,Hotmart,,,,," $ 8,101.0 ",,,,,
15 de julio de 2025,SALIDA CONTABLE,INFOPRODUCTOS X,Utilidades a repartir para el proyecto X.,Distribución de Utilidades,Corte general,"-$ 2,596.0 ",,,,,,,,,
15 de julio de 2025,,VCAPITAL L1,Ventas de productos en Hotmart.,Ingresos por Proyecto,Hotmart,,,,,$ 447.0,,,,,
15 de julio de 2025,SALIDA CONTABLE,GERSSON L7,Utilidad total para el proyecto L7.,Distribución de Utilidades,Corte general,"-$ 50,830.0 ",,,,,,,,,
16 de julio de 2025,SALIDA,FONDO LIBRE,Pago de utilidades a socio.,Pagos a Terceros,Pago a Juan Carlos Barros Alfaro,,"-$ 10,850.0 ",,,,"-$ 2,399.0 ",,,,
16 de julio de 2025,SALIDA,FONDO LIBRE,Pago de utilidades a socio.,Pagos a Terceros,Pago a Daniel Stiven Garay Martinez,,,,,,"-$ 6,470.0 ",,,,
16 de julio de 2025,SALIDA,FONDO LIBRE,Pago de utilidades a socio.,Pagos a Terceros,Pago a Santiago Ciro,,,,,,"-$ 13,249.0 ",,,,
16 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
16 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 48.6,,,,
16 de julio de 2025,,SANTIAGO,Pago de préstamo recibido.,Ingresos por Proyecto,Ingresos por Proyecto,,,,,," $ 2,289.3 ",,,,
17 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
17 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
18 de julio de 2025,,INFOPRODUCTOS X,Consumo de ChatGPT.,Suscripciones,ChatGPT,,,,,,-$ 20.0,,,,
19 de julio de 2025,SALIDA,FONDO LIBRE,Pago de utilidades a socio.,Pagos a Terceros,Pago a Francisco,,,,,,"-$ 13,249.0 ",,,,
19 de julio de 2025,SALIDA CONTABLE,FONDO LIBRE,Reposición de pérdidas o inversiones.,Ingresos por Proyecto,Ingresos por Proyecto,"-$ 10,000.0 ",,,,,,,,,
19 de julio de 2025,INGRESO CONTABLE,AGENCIA X,Traslado de fondos desde fondo libre.,Distribución de Utilidades,Corte general," $ 10,000.0 ",,,,,,,,,
19 de julio de 2025,SALIDA CONTABLE,FONDO LIBRE,Reposición de pérdidas o inversiones.,Ingresos por Proyecto,Ingresos por Proyecto,"-$ 5,000.0 ",,,,,,,,,
19 de julio de 2025,INGRESO CONTABLE,AGENCIA X,Traslado de fondos desde fondo libre.,Distribución de Utilidades,Corte general," $ 5,000.0 ",,,,,,,,,
19 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de julio de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de julio de 2025,,AGENCIA X,Pago de servicios Dlocal.,Software,Dlocal,,,,,,-$ 29.4,,,,
20 de julio de 2025,,AGENCIA X,Pago de servicios Ebanx.,Software,Ebanx,,,,,,-$ 8.2,,,,
